user_id,article_id,liked
998,18867,True
30,1799,False
328,526876,False
369,689644,False
95,9092,True
395,582084,False
393,157956,True
725,477321,True
109,286740,True
603,5595,True
748,974155,True
518,307492,True
169,1070607,True
636,105817,True
6,572009,False
431,493247,False
452,295828,False
219,327628,True
957,20242,True
24,182797,False
26,230187,False
13,339224,False
763,66313,False
987,1060460,True
519,664311,True
630,565409,False
350,387329,True
659,174842,False
779,780662,False
939,805515,False
200,83856,True
565,127437,False
58,1050396,True
978,372561,True
892,66615,False
901,5501,True
708,700920,True
632,481694,True
456,410167,True
547,507693,True
225,98838,False
829,290194,True
275,176494,True
75,399347,False
559,570080,False
832,54072,False
866,426787,False
872,567940,True
612,1070607,False
620,550141,False
234,564822,False
421,789430,False
173,16500,True
441,789518,True
789,169073,False
62,121247,False
590,3298,True
947,574783,False
618,77665,True
268,334018,True
999,139733,False
584,68051,False
382,530797,False
511,946117,False
159,55446,True
217,178483,True
929,68038,True
561,152955,False
705,70183,True
955,819735,True
707,289895,True
258,359690,False
236,67985,False
299,981985,True
992,150308,True
74,4576,True
722,383906,False
609,341469,True
876,470614,True
344,427183,True
758,1011691,True
745,506877,False
197,1033741,False
856,335615,False
935,317178,False
613,5377,False
827,20786,True
670,76572,False
587,1073656,False
293,99802,True
665,1087653,False
540,774858,True
870,892945,False
267,6995,False
888,6279,True
915,991095,True
23,53,False
326,1025093,False
887,713027,False
965,662118,False
254,312766,True
380,603307,False
303,788634,True
771,219797,True
415,162996,False
406,562587,True
334,470105,False
362,388046,True
107,189938,False
823,18289,False
986,158603,False
270,199777,False
163,382119,False
792,25008,False
351,545228,False
83,197051,False
893,331853,False
183,130837,False
647,168878,False
5,341173,True
489,36708,False
981,10117,False
478,211322,False
747,453541,False
744,104523,True
735,75558,False
255,175438,True
261,758407,False
416,625190,False
457,819628,False
210,383132,True
500,57330,False
846,506375,True
692,318100,True
607,366418,False
653,417556,True
354,1009147,False
134,337881,False
472,495153,False
818,167783,False
591,446334,False
803,810388,False
174,603815,True
676,470732,True
47,922563,True
514,665246,True
384,59979,True
425,598011,True
595,7255,True
435,1614,True
18,7696,True
442,30785,False
67,510036,False
673,192279,False
879,284881,False
55,507693,False
8,60448,False
482,160056,True
385,216528,True
860,671282,True
119,571912,True
277,135304,False
551,307831,False
36,495,False
122,771082,False
135,639357,True
467,952137,True
49,10349,True
849,168485,False
967,119547,False
794,63005,False
487,6628,True
946,180290,True
976,182197,False
689,785721,True
836,665246,True
537,126740,False
106,114975,True
101,80094,False
773,192218,False
791,16868,True
897,5595,True
581,431077,False
65,536244,False
614,217377,False
839,171264,True
958,15953,False
34,714421,False
517,7255,False
711,1079201,False
250,641931,True
905,560121,False
733,17299,False
301,227670,True
919,342717,True
894,6140,True
699,22141,False
787,468232,True
573,158094,True
859,112246,True
148,22762,False
927,479131,True
717,692030,False
634,539749,False
951,456405,False
539,148913,False
199,404094,True
153,64645,True
37,571043,False
912,67353,False
94,712667,True
97,171143,True
854,230482,False
84,905685,False
51,198348,False
271,20241,False
285,73657,True
419,18607,False
337,1056727,False
80,22762,True
668,451574,False
693,215748,True
317,381846,True
980,28114,True
817,1029290,True
152,403901,True
142,431277,True
674,404402,True
294,54867,False
651,556634,False
756,181841,True
35,168929,False
461,172787,False
945,1107070,False
356,1093,False
902,335461,True
224,653902,True
476,647814,False
117,404604,False
184,214126,True
151,499190,True
81,27905,False
549,986056,True
776,170355,True
713,93395,True
663,18968,False
833,1026674,False
930,782755,False
600,4838,True
588,933601,False
124,10835,True
439,67986,True
644,771790,True
40,1004065,True
110,561665,True
973,202529,False
108,216528,False
471,1026674,True
302,159506,True
610,114634,True
984,180289,False
526,648946,False
222,527613,False
15,67981,False
60,55531,False
70,80718,True
157,503182,True
920,469765,False
177,157384,False
960,790289,False
948,534850,True
534,127082,True
589,120930,True
424,770865,False
251,815652,True
96,72303,True
407,693237,True
370,1071588,False
390,554792,True
712,740479,True
922,529157,False
666,77211,True
176,768211,False
576,63000,True
211,562897,False
727,8952,True
924,205016,False
643,672095,True
290,485381,True
569,1035574,True
959,1072382,False
269,1031974,False
329,1021969,False
347,29603,False
824,859821,False
48,483989,True
33,4228,True
247,3918,True
743,142188,False
25,78770,True
583,507719,True
736,751740,False
43,758433,False
942,33661,False
139,528886,True
475,112660,True
27,8184,True
166,164182,True
716,702646,False
128,352326,False
675,584991,True
230,688972,True
226,169407,False
989,63916,False
715,1007174,False
486,143207,False
961,8315,True
497,337574,False
239,212,False
282,1091517,False
548,17714,True
39,829184,False
331,229246,False
103,224363,True
772,211197,False
66,480803,False
203,177217,True
228,922330,True
577,368048,False
601,211091,True
375,237350,False
160,538839,False
811,174634,True
847,169943,True
143,995410,False
459,587601,False
696,559679,True
529,162283,False
656,198478,True
315,183605,True
98,332762,False
916,426990,True
834,29724,False
968,186383,True
926,219537,True
971,336088,False
718,67476,True
313,1025093,True
982,227915,True
428,3219,True
265,748304,True
495,168202,False
367,114019,True
470,103618,False
320,1107196,True
700,788161,True
137,496453,False
392,229246,True
597,1079201,False
314,642274,False
592,121315,False
100,633989,False
788,535871,False
557,1029280,False
430,770543,False
446,278408,False
216,745569,False
249,198478,False
460,7928,False
785,655167,True
802,199742,False
2,1062995,False
762,399065,False
180,961773,False
684,133825,True
815,79039,True
484,68201,False
937,505544,False
857,567239,False
993,762830,False
658,214322,False
462,4278,False
778,991923,False
851,977655,False
543,332762,True
133,546539,False
305,1064061,True
481,59869,True
672,64952,False
812,356796,True
828,198677,True
545,703504,True
78,4347,False
155,313979,False
530,993228,False
797,162087,True
323,6404,False
525,92713,True
619,528762,True
546,1002659,False
448,283526,True
750,214322,False
654,181817,False
629,160851,False
372,8548,False
214,478173,True
956,171691,False
371,714738,False
209,1809,True
775,329956,False
158,496920,True
710,675,False
443,775238,False
740,4838,False
501,797164,True
312,78556,True
273,575802,True
831,100192,False
150,55677,True
438,1116306,False
701,344394,True
550,771790,True
140,161954,False
498,22762,True
625,540726,False
7,454188,False
141,17284,False
541,3775,True
996,750631,False
652,24874,False
963,154337,True
479,342628,False
42,335617,False
938,229191,False
558,473029,False
175,364,True
404,597909,False
402,809073,False
50,1113262,True
994,168878,False
871,231741,True
512,45048,False
266,329562,False
765,5024,True
291,165229,False
4,1109666,True
954,144957,True
841,1066867,False
112,190218,True
810,259518,True
515,2542,False
698,498597,False
130,45128,False
321,1085580,False
503,471824,False
516,921500,False
248,39101,False
353,760440,True
455,470630,False
800,810464,False
491,567450,False
447,760747,False
376,497091,False
767,28031,True
582,159635,True
465,411458,True
646,490326,False
585,13412,True
562,341967,False
186,82233,True
426,166477,False
386,811232,True
77,914157,False
483,73329,True
432,13461,True
10,98978,True
490,711946,False
91,2405,False
105,1062679,True
726,1610,True
753,643957,True
191,1019592,False
38,58426,True
688,290672,True
730,31769,False
52,1026537,False
468,231669,True
165,100775,False
304,478734,False
190,1093489,False
340,282073,True
388,2705,True
853,483673,False
104,185029,True
309,550141,True
605,261672,True
878,533933,False
667,205987,False
799,1022114,True
531,1064469,True
227,382119,False
123,692543,False
985,6869,True
488,3748,True
263,602833,True
14,326743,False
284,179173,False
360,383958,False
641,3207,False
694,719570,False
212,478864,False
418,761758,False
780,745860,False
168,147868,False
383,2974,True
322,127571,False
264,336896,True
493,767258,False
3,750523,False
378,697860,False
969,714457,True
125,187075,True
544,128981,False
626,184600,True
396,119542,True
830,684653,False
1,31766,True
786,707155,True
972,129075,True
855,554437,True
680,1016255,False
72,575812,False
751,79764,False
391,57345,False
858,311616,False
229,746206,True
542,527864,True
784,646707,True
975,185029,False
571,25934,True
746,76572,True
136,71595,False
768,731825,False
538,644139,False
366,2030,False
615,714850,False
864,176494,True
931,425814,False
423,660802,True
988,576761,True
777,3155,True
719,782076,False
766,218183,False
528,984622,False
413,72611,False
345,739097,False
874,501363,False
991,29864,True
682,607707,False
974,29041,True
433,584482,True
194,633912,True
702,971795,False
761,227542,True
496,677316,True
997,983768,False
865,712143,True
120,1092645,False
768,753176,True
186,427405,True
199,202918,True
28,73466,True
211,4448,False
154,336472,False
837,1023898,True
134,174553,True
519,501015,True
183,72033,True
510,13245,True
881,612,True
722,766311,False
625,1097306,True
456,443937,True
391,419143,True
955,571687,True
533,885427,True
320,99709,True
990,246667,True
169,143212,True
949,5249,False
204,989187,True
54,427030,True
261,709285,False
570,467435,False
194,61712,True
22,927922,False
517,752735,True
668,114996,False
487,362468,True
254,774857,False
885,111697,False
942,14342,True
814,645935,False
78,1072580,False
146,5617,False
451,4228,False
111,159325,False
480,291372,True
182,45873,False
87,573616,True
397,766542,True
979,587673,True
672,571518,True
772,378899,True
471,519769,True
355,330965,True
288,414522,False
734,938889,True
862,663005,True
60,128969,False
922,332483,True
971,8925,True
586,67762,True
309,192082,False
567,197848,True
986,103209,True
777,595740,True
884,5069,True
206,3326,False
237,508550,False
946,22030,True
398,539208,False
794,939479,False
81,584342,False
976,408142,False
291,656457,True
525,984890,True
923,160648,False
48,935900,True
758,870499,True
239,688390,False
557,220312,False
235,193211,False
764,27009,True
569,214924,False
636,8921,True
367,470274,False
61,371202,True
861,286758,False
478,151628,False
972,714972,True
867,555719,True
399,18624,False
681,47829,True
754,467300,True
289,500087,True
429,1103322,True
230,221235,True
649,371132,True
167,1087354,False
118,70479,True
919,170257,False
162,71919,False
532,643530,True
465,240251,True
817,1007916,True
116,471133,True
295,156274,False
19,2110,False
851,751593,True
326,5425,False
589,933766,True
938,163231,True
941,177208,False
585,4228,True
59,168202,True
696,25852,False
139,1025356,True
801,614485,True
651,172787,False
432,461617,True
678,575802,False
890,33067,False
855,569079,True
631,21862,True
495,662118,True
904,145155,True
311,34522,False
995,361731,False
86,313787,False
531,212491,True
356,717057,False
583,28914,True
492,1955,True
377,739012,False
228,1019859,True
477,162652,False
999,574266,False
574,756859,True
626,62154,True
893,933493,True
830,769000,True
135,282464,False
926,310468,True
358,3502,True
944,526565,True
7,43811,True
798,542286,True
581,742676,False
464,1107683,False
800,1099737,False
953,546030,True
132,976153,False
310,219797,True
342,604876,False
529,202399,True
236,28914,False
897,485958,False
701,7473,False
494,948538,False
438,144933,True
268,1018454,True
413,181342,True
560,199194,False
552,1093538,False
96,759805,True
791,333869,False
985,746127,True
483,191945,True
297,38033,False
790,58685,True
83,228475,False
258,568008,False
690,69091,False
539,150270,False
799,978008,True
376,650509,False
705,30769,False
755,232284,True
133,150560,True
841,37321,False
231,426990,False
227,63352,True
411,126945,True
499,567699,False
977,361163,False
537,29633,True
401,646982,False
193,111891,True
932,524592,True
71,705256,False
11,3112,False
264,104523,True
819,369884,False
963,993704,False
417,550604,True
700,102478,False
42,132392,False
689,43423,True
720,132390,True
374,362451,True
425,9701,True
981,781318,False
663,923668,False
815,808993,True
927,712143,True
203,39267,True
33,4588,True
200,795223,True
818,67281,False
468,229867,False
296,550604,True
639,161478,True
561,3315,False
731,498920,False
987,607294,True
91,577984,True
741,684447,False
648,964493,False
454,112317,False
707,501332,True
351,502511,True
69,181841,False
47,60080,True
420,225845,True
749,693589,False
792,301,False
337,193339,True
479,58335,True
892,549527,True
747,574727,True
305,371189,False
498,167456,False
74,68762,False
502,216697,True
592,162088,True
421,3780,True
238,1005988,False
89,93397,True
630,1036334,True
797,217643,False
321,349734,False
8,188012,True
450,53269,False
466,1056168,True
706,471496,False
39,999026,False
441,157308,False
836,575,False
984,221458,True
810,10271,False
726,25852,False
299,984999,False
336,72958,False
543,126908,False
416,756014,False
641,58335,False
221,1013458,True
669,290326,False
364,441,False
920,819628,True
435,186062,True
157,723399,True
860,429349,True
240,506794,True
682,76968,True
865,8925,True
233,147064,True
670,386756,False
699,704,False
1,13823,False
960,965558,True
805,20739,True
847,384416,True
56,1011225,False
36,1741,False
370,561150,True
637,527435,False
148,1085263,True
415,6279,True
93,542100,False
147,795735,False
566,139780,True
609,7126,True
117,500087,False
547,182797,False
248,933493,True
934,952874,False
40,32406,False
88,694036,False
983,596306,True
994,1040299,True
957,163542,False
318,707957,False
257,922846,False
829,809368,False
179,643099,True
255,647086,True
748,290685,True
713,763609,False
217,196058,False
126,54490,False
104,27009,True
138,187740,True
486,165283,False
686,552793,True
852,176692,False
504,174632,False
226,467557,False
314,68672,True
935,67981,False
136,797182,False
541,34140,True
159,74768,True
966,46489,True
418,334363,False
614,164654,False
730,521501,True
918,71083,True
92,917529,False
528,470503,False
94,573838,True
619,984166,False
156,399558,True
365,437,True
721,160363,False
410,575753,True
348,1022114,True
624,50552,False
803,182922,False
859,163708,False
697,334352,False
760,715657,False
695,39364,False
153,643644,True
715,20613,True
875,574452,False
234,825939,True
386,159845,True
180,768149,True
821,77866,False
509,665246,True
928,383866,True
835,160838,True
272,59979,False
522,165818,True
691,70578,True
688,720178,True
30,152843,True
122,1012618,False
608,498920,True
62,66313,True
501,76,True
497,593552,False
914,168180,False
32,335528,False
322,385873,True
174,643140,False
44,200062,True
674,157906,False
848,163197,True
916,477892,False
103,666675,False
439,686510,True
300,705927,True
831,312450,False
804,16093,True
250,808524,True
538,574849,False
527,71083,True
213,994506,False
493,161480,True
369,337588,False
775,1009372,False
813,403954,False
246,987007,True
917,740243,False
596,961453,False
419,26578,False
10,3816,True
491,115958,True
638,7602,False
503,364858,False
786,524310,True
646,698775,True
75,171254,True
556,786996,False
253,114019,True
190,810678,True
262,314239,False
665,334018,True
514,704752,False
816,215692,True
23,1018895,True
125,561081,True
676,540436,True
304,157257,True
85,996790,False
274,56403,False
97,1063203,False
346,231545,True
991,230579,False
978,576093,False
340,1070931,False
712,168880,False
490,702183,True
361,29786,False
694,1110495,False
684,86560,False
396,785788,False
286,1051057,False
389,591630,True
4,773841,True
550,582928,False
858,751901,False
909,112861,True
13,159828,False
431,673390,True
160,231805,True
588,977,True
368,63534,True
404,10607,False
577,283261,False
2,290336,True
283,4440,False
339,30985,False
710,396498,False
549,746223,True
750,741041,False
343,31407,False
840,65274,True
331,914157,True
349,211853,False
196,380359,False
458,191945,True
427,231101,False
440,597625,False
544,575812,True
124,76134,True
251,569385,True
628,508897,True
472,503281,True
241,157380,False
53,607294,False
95,1060787,True
879,596521,False
164,192985,False
290,574702,True
912,263907,False
393,809750,True
666,210533,True
26,213874,True
634,759026,False
545,1092009,False
558,1018769,False
449,348247,True
380,160871,True
362,1066291,True
175,500441,False
729,386742,False
908,284881,False
774,1061688,False
489,467813,False
535,22762,True
27,528959,False
218,1047217,False
229,486988,True
921,60787,True
644,3559,True
113,290336,True
724,652889,False
170,704282,False
405,161815,False
20,1107467,True
271,1028991,True
783,125622,False
616,59,False
767,72033,False
360,27670,True
518,174229,True
988,509217,False
661,25973,True
530,9938,True
662,3691,True
433,24059,False
323,603815,True
387,569637,False
871,168161,True
939,947533,True
692,231742,True
158,572018,True
72,1113137,False
424,1089096,False
765,98116,True
15,533421,True
312,236,False
279,1114699,False
756,469338,False
452,219406,False
739,176410,True
462,1000167,False
70,126051,False
937,384460,False
406,45081,False
383,603637,True
52,54927,False
308,534566,False
598,5747,True
711,705021,False
298,112639,False
324,506877,False
43,164696,True
6,417814,False
673,30549,False
698,219797,True
565,1018379,True
521,765281,True
506,227930,True
245,757915,False
746,9745,False
189,172407,False
215,762899,False
958,1000843,True
407,961773,False
744,45183,False
409,997403,False
400,1107125,False
559,501197,True
366,97680,True
232,164964,False
140,168401,False
315,457631,True
338,455884,True
970,361070,False
102,156274,True
650,998282,False
611,195140,False
590,2013,False
899,115172,True
428,88724,False
838,427630,True
436,165972,False
426,20644,False
737,363734,False
481,429338,True
394,1208,True
534,163647,False
633,10491,False
905,57962,False
515,186039,False
880,478192,True
667,71098,False
843,219783,False
769,383341,True
155,587673,True
593,189163,True
463,129636,True
907,883532,True
25,578784,False
853,810900,False
485,3964,False
945,219406,False
513,520469,False
576,588029,False
943,782421,True
671,188696,True
187,490627,False
82,794194,False
607,709939,True
496,1028156,False
176,510158,False
776,166508,True
508,7379,True
184,317462,False
766,662246,False
18,920197,False
107,385103,False
956,800271,True
344,1113376,True
675,744517,False
763,25230,False
21,97660,False
185,1081,True
219,1099951,False
482,429828,False
325,231832,True
198,509552,True
793,361986,True
601,510456,True
437,1287,True
128,562977,False
925,157879,True
45,21862,True
933,108302,True
896,1093489,False
863,58900,False
108,602833,False
864,362357,True
606,1093145,True
412,175101,False
178,4091,True
282,607319,True
163,925245,False
98,6253,False
882,966146,False
270,203441,True
267,539480,True
727,536424,False
143,648758,False
940,1782,False
55,286635,False
612,337156,True
51,68045,False
600,477851,False
725,522015,True
263,291465,True
434,504704,True
212,780758,False
76,688495,False
975,161672,True
869,494786,True
38,1854,False
101,502484,True
564,467300,False
142,784706,False
352,705956,False
375,218183,False
223,810848,False
201,971599,False
872,1064963,False
785,12178,False
474,997442,True
732,9092,True
738,1008020,False
414,101011,True
587,128334,False
959,59777,True
379,1086636,False
444,905218,True
771,633989,False
505,694231,True
965,830103,True
447,126758,True
563,472893,True
105,810848,False
109,705956,True
555,197879,False
150,72033,True
173,16084,True
782,494727,True
759,216370,True
3,595413,False
469,506963,True
842,613562,False
24,3219,False
347,504704,False
209,216385,True
989,956068,True
526,48352,True
998,145418,True
293,417556,False
335,219783,False
385,73962,False
996,694571,False
334,797182,False
811,34741,True
931,498900,True
445,377708,True
969,316457,True
306,3824,False
796,89588,True
973,539943,True
778,181342,True
622,108858,False
5,383348,True
382,530797,False
224,41247,False
402,30737,True
826,71083,False
809,26464,False
874,234158,True
511,176319,False
757,805293,False
260,136719,False
605,443261,True
99,1164,False
110,1067203,True
188,783633,False
595,160211,False
824,1101380,True
378,160981,True
350,50399,True
16,217850,True
520,21573,False
781,998282,False
127,681261,True
895,68049,True
733,9254,True
130,266018,False
207,784210,False
784,688451,False
902,118836,False
762,602816,False
50,528559,True
687,546030,True
659,231867,True
202,166773,True
735,53266,False
149,24872,True
820,941499,False
307,56724,False
12,668160,False
930,217864,True
476,230347,False
131,569865,True
599,545679,False
17,651875,False
222,190537,True
112,291924,True
90,1104957,True
73,185896,False
578,793206,False
37,373599,False
913,644238,True
924,426787,False
488,317462,True
443,1031332,False
827,367448,True
181,1020789,False
728,168711,True
822,68053,False
878,1027275,True
591,527855,False
898,715980,True
171,26393,False
129,161480,False
788,717220,False
718,217840,False
57,753084,False
106,470503,False
658,17840,False
761,535150,False
345,789152,True
249,8548,True
161,790975,True
473,336404,True
717,166643,False
243,404789,False
524,6236,False
64,432702,False
242,632542,False
850,574596,False
635,539796,False
422,221747,True
195,748803,False
828,241994,True
703,758062,False
936,285320,False
660,1086471,True
740,227301,True
275,789485,True
553,526718,False
35,471496,True
901,326743,True
643,426434,True
448,161427,True
780,25190,False
68,54490,True
812,35908,False
390,163231,True
31,16114,False
123,479093,True
100,568093,False
856,130753,False
770,509810,False
910,2988,True
714,584104,True
876,452442,False
993,386491,False
49,441435,False
887,40670,False
866,317573,True
144,704,False
354,647259,False
753,104314,False
992,494457,False
604,501332,False
216,443021,False
372,144797,False
65,73182,True
58,76336,True
679,457232,False
371,507403,False
621,232064,False
716,988373,False
868,1029873,False
63,470391,True
332,162904,False
0,961773,False
889,4751,True
259,161318,False
854,160055,True
751,212121,False
442,203996,True
542,105817,True
683,614,True
997,111891,False
119,759805,True
220,430163,False
14,176907,False
145,368648,True
265,642617,False
172,702570,False
825,105184,True
597,3031,True
461,953832,False
512,585762,True
484,89732,True
845,9072,True
151,31431,True
900,1059430,True
877,789433,False
333,3644,False
623,125616,True
277,160846,True
743,790135,True
572,96471,True
77,17505,True
363,6091,False
632,819116,True
292,2223,True
723,187552,True
278,779101,True
214,27997,True
280,789390,True
627,925196,False
752,765694,True
457,670822,False
353,559349,False
516,702570,False
573,819757,False
408,568747,True
602,171299,True
114,61049,True
384,551836,False
849,58740,False
79,629811,True
640,698873,False
554,1080517,True
645,572249,True
802,788055,False
693,781038,True
571,225845,False
704,201931,True
467,404855,True
459,216835,False
475,921325,False
303,704541,True
244,71356,False
9,1031988,True
980,290544,False
80,335484,True
656,110799,False
540,576074,True
423,307146,False
857,76943,True
967,1028178,False
968,720,False
285,3644,True
562,920198,False
67,112078,True
653,110272,False
256,560547,True
719,658594,True
301,470220,True
327,774484,False
247,810063,True
41,162447,True
795,373347,True
615,398360,True
141,161511,False
844,700664,False
951,2450,False
453,88868,False
470,11786,True
982,330965,False
613,166773,True
742,589091,False
205,570005,False
388,67025,False
507,472305,True
273,568145,False
500,114246,False
664,85995,True
618,434010,False
357,204645,True
546,688451,False
165,12457,True
677,644321,True
708,424525,False
947,778074,True
34,128969,False
806,575814,True
523,650359,True
964,72033,True
787,193066,True
329,166686,True
915,4387,True
652,110109,True
29,643350,False
197,3724,False
317,437363,True
948,650210,True
950,169166,False
974,5973,False
302,773841,True
281,197031,False
657,782077,True
954,167275,False
266,2777,True
252,1092642,False
952,587689,True
287,680991,True
84,1018895,False
210,595740,True
807,284911,True
455,5330,False
395,698297,True
702,750005,True
584,157436,False
460,330974,False
834,529059,False
642,145025,True
870,501336,False
617,931105,True
121,337588,False
906,1036861,False
929,216186,True
319,201061,True
177,496748,False
873,647259,False
773,654656,True
430,520733,True
886,290672,True
316,36430,False
373,290134,False
883,569194,True
568,128815,False
46,317504,True
962,758661,False
120,9254,True
313,56180,False
620,162456,False
911,541911,False
779,572039,False
736,883532,False
208,535822,False
647,427030,True
575,219752,False
284,31276,False
961,597816,False
551,570386,False
152,60787,False
745,640544,True
603,217224,True
839,1089724,True
580,409943,False
823,753803,True
594,536314,True
269,3315,True
832,125392,True
330,206608,True
392,1760,False
903,1109174,True
328,1955,True
891,692340,True
654,291516,True
846,40004,False
191,361624,True
685,206535,False
789,708493,True
225,477851,True
166,474559,False
548,788291,False
192,184337,True
276,1086339,False
629,773716,False
